Area,Career Level,Company,Company Website,Date Posted,Date Scraped,Employer Contact Number,Employer Email,Industry,Job Functions,Job Highlights,Job Link,Job Title,Job Type,Qualification,Salary,Search Term,JobtickAnalystjobs,JobtickAvgsalary,JobtickDashboard,JobtickEngineerjobs,jobtickExcel,jobtickPython,JobtickScientistjobs,jobtickSQL,YearsofExperience
Not Specified,Senior,Midland Holdings Limited,http://www.midland.com.hk,30-09-2021,22-10-2021,0,no-email@email.com,Property Management / Consultancy,"Information Technology (IT), IT Project Management / Team Lead, IT Management, Technical / Functional Consulting","['Exp in large-scale Project with PMP/Agile/PRINCE2', 'Strong Communication and vendor management skill', 'Domain knowledge in Real Estates is an advantage']",/hk/en/job/project-manager-it-pmo-100003008784052,Project Manager (IT - PMO),"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Data Scientist,0,0,0,0,1,0,0,0,8
Not Specified,Entry,The Hong Kong Polytechnic University,Not Specified,27-09-2021,22-10-2021,['21092703'],no-email@email.com,Education,"Information Technology (IT), Software Development, Network & System, Mobile / Wireless Communications","['Support daily operations & projects implementation', 'A recognised degree in Computer Science', 'Assist in the development of mobile app']",/hk/en/job/specialist-technology-enablement-100003008772301,Specialist (Technology Enablement),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,0,0,0,1,1
Not Specified,Entry,Solution Expert Technology Limited,http://www.se-bio.com/,01-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, Software Development","['Assist IT manager in project & team management', 'Familiar with ERP, HR, POS and TA System', 'Familiar with .NET and Azure are required']",/hk/en/job/senior-analyst-programmer-system-analyst-100003008785324,Senior Analyst Programmer / System Analyst,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,1,0,0,0,3
Not Specified,Entry,Teammate Technology Engineering Limited,Not Specified,28-09-2021,22-10-2021,0,no-email@email.com,Engineering - Electrical/Electronic/Mechanical,"Engineering, Electrical / Electronics, Others, Information Technology (IT), Technical / Functional Consulting","['Fresh graduate are also welcomed', 'Medical Insurance, Double Pay', 'Public Holidays & 14 days Annual Leave']",/hk/en/job/assistant-engineer-engineer-trainee-project-fresh-graduate-are-welcomed-100003008775191,Assistant Engineer / Engineer Trainee - Project (Fresh Graduate are welcomed),"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Data Scientist,0,0,0,1,0,0,0,0,1
Not Specified,Senior,IT Solutions Limited.,Not Specified,02-10-2021,22-10-2021,0,['jobs @itsolutions.com.hkorPlease'],Information Technology,"Information Technology (IT), IT Project Management / Team Lead, IT Management, Software Development","['Technical PM', 'Java, .Net, VBScript, Mobile App', '10 years exp in application development']",/hk/en/job/it-technical-project-manager-j2ee-major-bank-100003008785654,IT Technical Project Manager (J2EE) - Major Bank,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,1,0,0,1,7
Not Specified,Senior,Bank of China (Hong Kong) Limited,Not Specified,24-09-2021,22-10-2021,0,no-email@email.com,Financial Services,"Marketing / Public Relations, Marketing - General / Support, Digital Marketing, Information Technology (IT), Data Scientist","['Execute tasks of system related projects', 'Develop and improve deposits products and services', ""3 years' experience""]",/hk/en/job/deposits-product-manager-100003008764573,Deposits Product Manager,"Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,0,0,0,0,1,0,0,0,1
Not Specified,Middle,The Hong Kong Jockey Club,http://www.hkjc.com,27-09-2021,22-10-2021,0,no-email@email.com,Athletics/Sports,"Information Technology (IT), Application Specialist - Software","['Define test strategy and objectives', 'Conduct UAT to validate the enhancements', 'Degree or above in computer science or related']",/hk/en/job/senior-betting-systems-implementation-officer-analyst-1-year-contract-100003008772308,(Senior) Betting Systems Implementation Officer/Analyst (1-year contract),"Contract,Temporary",Degree,NotSpecified,Data Scientist,1,0,0,0,0,1,0,0,5
Not Specified,Senior,Hang Seng Bank Limited,http://bank.hangseng.com/1/2/about-us/careers/job-openings,27-09-2021,22-10-2021,0,no-email@email.com,Financial Services,"Information Technology (IT), Others, Data Scientist","['University degree in a related discipline', '12 to 15 years’ experience', 'Proficiency in both English and Chinese']",/hk/en/job/senior-data-manager-100003008771126,Senior Data Manager,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,1,0,1,1,0,0,12
Not Specified,Entry,XY Capital Limited,Not Specified,27-09-2021,22-10-2021,0,no-email@email.com,Financial Services,"Information Technology (IT), Support, Network & System, Others","['Proficiency in Bash, Python and/or C++', 'Comprehensive health insurance plan', 'Provision of daily breakfast and lunch']",/hk/en/job/trade-support-engineer-hong-kong-100003008770587,Trade Support Engineer - Hong Kong,"Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,0,0,0,1,1,1,0,0,1
Not Specified,Entry,Varmeego Link Limited,Not Specified,28-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Testing / QA","['Junior manual application testing', 'Great opportunities to learn new techs', 'Competitive salary package, benefits, and bonuse']",/hk/en/job/application-tester-manual-100003008773909,Application Tester – Manual,"Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,0,0,0,0,0,0,0,0,1
Not Specified,Entry,Thales Transport & Security (Hong Kong) Limited,http://www.thalesgroup.com/transport,29-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), IT Auditing, Security, Technical / Functional Consulting","['Young & friendly team', 'Regular salary review', 'Certificate sponsorship']",/hk/en/job/consultant-cybersecurity-it-audit-100003008779760,"Consultant, Cybersecurity & IT Audit","Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,0,0,0,0,1
Not Specified,Senior,Robert Walters (HK),http://www.robertwalters.com.hk,28-09-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Project Management / Team Lead, Security","['Reputable company', 'Excellent project exposure', 'Good team culture']",/hk/en/job/project-analyst-associate-project-manager-pmo-100003008776314,Project Analyst/ Associate Project Manager (PMO),"Full Time, Permanent",Degree,HK$45K-55K/month,Data Scientist,1,50,0,0,0,0,0,0,5
Not Specified,Middle,Humanevalue Limited,Not Specified,28-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Product Management / Business Analyst","['Japan relocation support with all-rounded benefits', 'No Japanese required', 'Industry-leading technology']",/hk/en/job/%5Bit-work-in-japan%5D-product-planning-specialist-no-japanese-required-100003008774451,[IT Work in Japan] Product Planning Specialist (No Japanese required),"Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,0,0,0,0,0,0,0,0,1
Not Specified,Middle,Page Group Hong Kong,http://www.pagepersonnel.com.hk,24-09-2021,22-10-2021,['2258 3417'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst","['Sizeable and Stable Business in HK', 'Cross-Regional Project Experience', 'Competitive Salary']",/hk/en/job/senior-business-analyst-insurance-projects-100003008763934,Senior Business Analyst - Insurance Projects,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,0,0,0,0,1
Not Specified,Senior,Taste of Asia Group Limited,http://www.tasteofasia.com.hk,29-09-2021,22-10-2021,0,no-email@email.com,Hospitality/Catering,"Information Technology (IT), Software Development, E-commerce, Supply Chain, Others","['Five-day work week', 'Medical & dental allowance', 'Performance bonus']",/hk/en/job/e-commerce-manager-100003008779161,E-commerce Manager,"Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,0,0,0,0,1,0,0,0,1
Not Specified,Entry,Tectura Hong Kong Limited,http://www.tectura.com,27-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Professional Services, Business Analysis / Data Analysis, Information Technology (IT), Support, Technical / Functional Consulting","['Programming and application design', 'Holding a degree in Computer Science', ""Having at least 2 years' hands-on experience""]",/hk/en/job/technical-consultant-microsoft-dynamics-d365-f-o-ax-d365-business-central-nav-100003008772873,Technical Consultant - Microsoft Dynamics D365 F&O (AX) / D365 Business Central (NAV),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,1,0,0,0,2
Not Specified,Senior,Randstad Hong Kong Limited,http://www.randstad.com.hk,27-09-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development","['Permanent Headcount', 'Fast Growing Business', 'Team Leading Position (4-5 Developers)']",/hk/en/job/development-team-lead-java-up-to-50k-bonus-100003008772820,"Development Team Lead (Java, Up to 50K + Bonus)","Full Time, Permanent",Degree,HK$45K-55K/month,Data Scientist,0,50,0,0,0,0,0,0,1
Not Specified,Senior,Robert Walters (HK),http://www.robertwalters.com.hk,29-09-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Project Management / Team Lead, Support, Software Development","['Reputable listed company', 'Good team culture', 'Excellent project exposures']",/hk/en/job/devops-lead-apac-100003008779150,DevOps Lead - APAC,"Full Time, Permanent",Degree,HK$55K-70K/month,Data Scientist,0,62,0,0,0,0,0,0,8
Not Specified,Entry,Customindz Limited,Not Specified,29-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, Software Development","['Fast growing AI company', '3 years or above exp preferred', '5 days work, flexible working hour']",/hk/en/job/full-stack-developer-senior-full-stack-developer-100003008776927,Full Stack Developer / Senior Full Stack Developer,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,0,1,0,0,3
Not Specified,Entry,Cornerstone Technologies Holdings Limited,Not Specified,30-09-2021,22-10-2021,0,no-email@email.com,Electronics/Electrical Equipment,"Information Technology (IT), Application Specialist - Software, IT - Webmaster / SEO, Testing / QA","['Degree or Higher Diploma in Computer Science', '2 years experience in backend API development', 'Familiar with Java SE/EE technology']",/hk/en/job/backend-developer-java-100003008782441,Backend Developer (Java),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,0,0,0,1,2
Not Specified,Entry,S.F. Express (Hong Kong) Limited,http://www.sf-express.com/hk/tc/,25-09-2021,22-10-2021,0,no-email@email.com,Freight Forwarding/Delivery/Shipping,"Media & Advertising, Creative / Design, Information Technology (IT), IT - Webmaster / SEO, Marketing / Public Relations, Digital Marketing","['Free shuttle bus coverage', '2 months or above performance bonus', 'Attractive basic salary']",/hk/en/job/digital-channel-officer-100003008768151,Digital Channel Officer,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,1,0,0,0,2
Not Specified,Middle,Peoplebank Hong Kong Limited,http://www.peoplebank.com.hk,23-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, Software Development, Testing / QA","['Fresh graduates are welcomed', '1-year renewable contract', 'Working at insurance industry']",/hk/en/job/analyst-programmer-systems-analyst-as400-cobol-100003008760169,Analyst Programmer / Systems Analyst (AS400/ COBOL),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,0,0,0,0,2
Not Specified,Middle,Accenture Technology Solutions (HK) Limited,Not Specified,28-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, Software Development, Technical / Functional Consulting","['Tech stack: Node.JS, Angular.JS or Java, Spring', 'Passionate in new technologies', 'Fringe benefits']",/hk/en/job/technology-system-analyst-java-springboot-node-js-angular-100003008773426,"Technology - System Analyst (Java, Springboot / Node.JS, Angular)","Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,1,0,0,0,3
Not Specified,Senior,Linkers International Limited,Not Specified,29-09-2021,22-10-2021,['2391 2813'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Project Management / Team Lead, IT Management, Software Development","['Experience in Java backend deisgn & solutions', 'Leadership & project management', 'Perm position with attractive package']",/hk/en/job/system-analyst-senior-system-analyst-perm-up-to-55k-100003008779255,System Analyst / Senior System Analyst - Perm / Up to 55K,"Full Time, Permanent",Non-Degree Tertiary,HK$45K-55K/month,Data Scientist,1,50,0,0,0,0,0,1,7
Not Specified,Entry,HKBN Enterprise Solutions HK Limited,Not Specified,29-09-2021,22-10-2021,0,no-email@email.com,Telecommunication,"Information Technology (IT), IT Project Management / Team Lead, Technical / Functional Consulting, Sales, CS & Business Devpt, Technical Sales / Sales Engineer","['Responsible for presales activities', 'Present solution, conduct demonstration and PoC', 'Life-Work Priority']",/hk/en/job/presales-consultant-100003008777750,Presales Consultant,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,0,0,0,0,1
Not Specified,Senior,Pinpoint Asia Limited,http://www.pinpointasia.com,25-09-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, Technical / Functional Consulting","['InsurTech', 'Digital Solutions Design', 'Product Management']",/hk/en/job/digital-tech-product-owner-lead-leading-insurance-group-100003008768217,Digital Tech Product Owner Lead - Leading Insurance Group,"Full Time, Permanent",Degree,HK$70K-90K/month,Data Scientist,0,80,0,0,1,0,0,0,10
