Area,Career Level,Company,Date Posted,Date Scraped,Employer Contact Number,Employer Email,Industry,Job Type,Job Title,YearsofExperience,Qualification,Salary,Search Term,jobtick_avgsalary,jobtick_Javascript,jobtick_HTML,jobtick_ReactJS,jobtick_engineerjobs,jobtick_developerjobs,jobtick_programmerjobs,Company Website,Job Link,Job Highlights,Job Functions
Not Specified,Middle,Global Executive Consultants Limited.,22-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",Senior Mobile Application Developer / System Analyst (iOS / Android) (HK$30K to $45K),1,Non-Degree Tertiary,HK$30K-45K/month,Software Engineer,37,0,0,0,0,1,0,http://www.globexec.com,/hk/en/job/senior-mobile-application-developer-system-analyst-ios-android-hk%2430k-to-%2445k-100003008837539,"['iOS / Android application development', 'Agile development methodology', 'Excellent career growth opportunity']","Information Technology (IT), Application Specialist - Software, Software Development, Mobile / Wireless Communications"
Not Specified,Middle,Cargo Services Far East Limited,21-10-2021,22-10-2021,0,no-email@email.com,Freight Forwarding/Delivery/Shipping,"Full Time, Permanent",Business / System Analyst,5,Degree,NotSpecified,Software Engineer,0,0,1,0,0,0,0,Not Specified,/hk/en/job/business-system-analyst-100003008832665,"['~5 years exp or less exp for junior position', 'Hands on experience in software development', 'Double Pay; Five-day work week; Birthday Leave']","Information Technology (IT), Application Specialist - Software, Product Management / Business Analyst, Others"
Not Specified,Senior,ST Partnership Limited,20-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",AP / SA / SSA / Tech Lead - Java Microservices SpringBoot,2,Degree,NotSpecified,Software Engineer,0,0,0,1,0,0,0,Not Specified,/hk/en/job/ap-sa-ssa-tech-lead-java-microservices-springboot-100003008828035,"['Java Microservices SpringBoot', 'AngularJS ReactJS', 'Analyst Programmer System Analyst Technical Lead']","Information Technology (IT), Software Development"
Not Specified,Middle,Joint Electronic Teller Services Limited (â€œJETCOâ€),19-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Senior Analyst Programmer / Analyst Programmer,2,Degree,NotSpecified,Software Engineer,0,0,0,0,1,0,1,Not Specified,/hk/en/job/senior-analyst-programmer-analyst-programmer-100003008825866,"['Java, Angular, TypeScript, NodeJs, GraphQL,MariaDB', 'WordPress, Jira, Spring Framework, Nginx, DeveOps', '5-day Work Week, ER Voluntary Contribution to MPF']","Information Technology (IT), Application Specialist - Software, Software Development, Testing / QA"
Not Specified,Middle,FWD Life Insurance Company (Bermuda) Limited,20-10-2021,22-10-2021,0,no-email@email.com,Insurance/Pension Funding,"Full Time, Permanent","Senior System Analyst / System Analyst (Data Engineer), Information Technology",4,Degree,NotSpecified,Software Engineer,0,0,0,0,0,0,0,http://www.fwd.com.hk,/hk/en/job/senior-system-analyst-system-analyst-data-engineer-information-technology-100003008830830,"['system design, development & support data platform', 'Knowledge on ETL, data mgt & pipeline, SQL, Python', 'Permanent, Discretionary Bonus, 20days AL, Medical']","Professional Services, Business Analysis / Data Analysis, Information Technology (IT), Application Specialist - Software, Data Scientist"
Not Specified,Senior,Hong Kong Applied Science and Technology Research Institute Company Limited (ASTRI),21-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent","Senior Lead Engineer / Lead Engineer, Machine Learning",1,Degree,NotSpecified,Software Engineer,0,0,0,0,0,0,0,http://www.astri.org,/hk/en/job/senior-lead-engineer-lead-engineer-machine-learning-100003008816858,"['NLP, Computer Vision, Deep Learning', 'Software and Algorithm Development', 'Centralized Testing Platform']","Engineering, Electrical / Electronics, Information Technology (IT), Software Development, Testing / QA"
Not Specified,Entry,FWD Life Insurance Company (Bermuda) Limited,20-10-2021,22-10-2021,0,no-email@email.com,Insurance/Pension Funding,"Full Time, Permanent","System Analyst / Senior Analyst Programmer (Java), Information Technology (few headcounts, Permanent / 1-year Contract)",3,Degree,NotSpecified,Software Engineer,0,1,0,0,0,0,1,http://www.fwd.com.hk,/hk/en/job/system-analyst-senior-analyst-programmer-java-information-technology-few-headcounts-permanent-1-year-contract-100003008830829,"['Assist in system design & prepare program spec', '3 years exp of Java, JavaScript, Angular & Spring', 'Project exposure with great career opportunity']","Information Technology (IT), Application Specialist - Software, Software Development, E-commerce, Software Development"
Not Specified,Entry,Ushio Hong Kong Limited,21-10-2021,22-10-2021,0,no-email@email.com,Electronics/Electrical Equipment,"Full Time, Permanent",Control Systems Engineer (5 days work week),2,Non-Degree Tertiary,NotSpecified,Software Engineer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/control-systems-engineer-5-days-work-week-100003008830020,"['Opportunities to develop your career with us', 'Double pay and performance bonus', 2 years' exp in Electrical/Electronic engineering""]""","Engineering, Electrical / Electronics, Information Technology (IT), Application Specialist - Software, Software Development"
Not Specified,Entry,CL Technical Services Limited.,19-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent","Programmer / Analyst Programmer (ASP.Net, C#, Angular)",1,Not Specified,NotSpecified,Software Engineer,0,0,1,0,0,0,1,http://www.clts.com,/hk/en/job/programmer-analyst-programmer-asp-net-c-angular-100003008823688,"['Large scale project', 'Good career path', 'Work life balance']","Information Technology (IT), Application Specialist - Software, Software Development"
Not Specified,Middle,Chinese Estates Holdings Limited,21-10-2021,22-10-2021,0,no-email@email.com,Property Development,"Full Time, Permanent",Programmer / Analyst Programmer,1,Degree,NotSpecified,Software Engineer,0,1,1,0,0,0,1,http://www.chineseestates.com,/hk/en/job/programmer-analyst-programmer-100003008369970,"['C#.Net, HTML5 and JavaScript technologies', 'Mobile App & Portal development, SSRS, Power BI', 'MS SQL Server, MySQL, Oracle DB']","Information Technology (IT), Application Specialist - Software, Product Management / Business Analyst, Software Development"
Not Specified,Entry,New Modern Technology Limited,21-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Programmer (Fresh Graduate),1,Non-Degree Tertiary,NotSpecified,Software Engineer,0,1,1,0,0,0,1,http://www.new-modern.com,/hk/en/job/programmer-fresh-graduate-100003008832492,"['Applications Implemenation in Logistic Industry', 'Programming, system testing, documentation', 'Web & Cloud Application (Java, Spring Boot, K8s)']","Information Technology (IT), Application Specialist - Software, Software Development, Testing / QA"
Not Specified,Entry,Viu,11-10-2021,22-10-2021,['2827 8322'],no-email@email.com,Telecommunication,"Full Time, Permanent","Software Automation QA Engineer, Hong Kong",1,Degree,NotSpecified,Software Engineer,0,0,0,0,1,0,0,http://www.pccw.com,/hk/en/job/software-automation-qa-engineer-hong-kong-100003008808320,"['Responsible for automation testing of applications', 'Maintain and improve the current mobile app test', 'Develop and improve the API test practice']","Information Technology (IT), Testing / QA, Others"
Not Specified,Middle,FWD Life Insurance Company (Bermuda) Limited,20-10-2021,22-10-2021,0,no-email@email.com,Insurance/Pension Funding,"Full Time, Permanent","System Analyst (.NET), Information Technology (3 headcounts, Permanent / 1-year Contract)",5,Degree,NotSpecified,Software Engineer,0,1,0,0,0,0,0,http://www.fwd.com.hk,/hk/en/job/system-analyst-net-information-technology-3-headcounts-permanent-1-year-contract-100003008830831,"['Perform system design, development and testing', 'Experience in ASP.NET /VB.NET /C#.NET development', 'New project exposure, bonus with fringe benefits']","Information Technology (IT), Application Specialist - Software, Software Development, E-commerce, Software Development"
Not Specified,Entry,YesStyle.com Limited,20-10-2021,22-10-2021,['9494 6644'],no-email@email.com,Wholesale / Retail,"Full Time, Permanent",Analyst Programmer,1,Non-Degree Tertiary,NotSpecified,Software Engineer,0,1,0,0,0,0,1,http://www.yesstyle.com,/hk/en/job/analyst-programmer-100003008827755,"['Knowledge in Java, JavaScript, Android/iOS dvp.', 'E-commerce systems exp. would be an advantage', 'More exp. can be considered as SAP']","Information Technology (IT), Support, Software Development, Network & System"
Not Specified,Middle,aimHigher Consultancy Limited,22-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",Solution Engineer,3,Degree,NotSpecified,Software Engineer,0,1,0,0,0,0,0,http://www.aimhigher.com,/hk/en/job/solution-engineer-100003008834196,"['A global technology security company', 'Continue expanding in Asia', 'Offers technical training']","Information Technology (IT), Application Specialist - Software, Support, Technical Writing"
Not Specified,Middle,Parking Systems Limited,20-10-2021,22-10-2021,0,no-email@email.com,Electronics/Electrical Equipment,"Full Time, Permanent",Application Developer,1,Non-Degree Tertiary,NotSpecified,Software Engineer,0,0,0,0,1,1,0,http://www.parkingsystems.com.hk/,/hk/en/job/application-developer-100003008829611,"['5-day work / medical ins / discretionary bonus', 'High Diploma or above in CS / IT / EE', 'Proficient C# /.NET/ JS /RDLC / SQL / Node.js']","Engineering, Electrical / Electronics, Information Technology (IT), Software Development, Network & System"
Not Specified,Entry,Ambitious People Group,21-10-2021,22-10-2021,['3511 6262'],no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",Mobile Developer | In-House Global Company,1,Degree,HK$25K-45K/month,Software Engineer,35,0,0,1,0,1,0,http://www.ambitiouspeople.hk,/hk/en/job/mobile-developer-%7C-in-house-global-company-100003008833267,"['Java, Kotlin, Swift, Flutter', 'Global Exposure', 'Attractive Package']","Information Technology (IT), Application Specialist - Software, Software Development, Others"
Not Specified,Middle,Captiare,21-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",Application Architect/ Senior System Analyst -Java,1,Degree,HK$45K-55K/month,Software Engineer,50,1,0,1,1,0,0,http://www.captiare.com,/hk/en/job/application-architect-senior-system-analyst-java-100003008833493,"['In house perm role', 'Banking related application design', 'Java/ Nodejs/ React']","Information Technology (IT), Software Development, Others"
Not Specified,Middle,HKT,19-10-2021,22-10-2021,0,no-email@email.com,Telecommunication,"Full Time, Permanent",Application Developer / System Analyst / System Specialist / Programmer,1,Degree,NotSpecified,Software Engineer,0,0,0,1,0,1,1,http://www.pccw.com,/hk/en/job/application-developer-system-analyst-system-specialist-programmer-100003008807393,"['Openshift/Kubernetes/docker', 'Java/Springboot/JPA/Hibernate', 'ReactJS / AWS']","Information Technology (IT), Application Specialist - Software"
Not Specified,Entry,CITIC Telecom International Holdings Limited,18-10-2021,22-10-2021,0,no-email@email.com,Telecommunication,"Full Time, Permanent",Analyst Programmer / Programmer (Backend),1,Degree,NotSpecified,Software Engineer,0,0,0,0,0,0,1,http://www.citictel.com,/hk/en/job/analyst-programmer-programmer-backend-100003008822957,"['IT position in Telecom Industry', 'Backend systems developer', 'Double Pay, Bonus, 5-day work, Medical & Dental']","Information Technology (IT), Application Specialist - Software, Software Development, Others, Student / Fresh Graduate / No Experience"
Not Specified,Entry,JFE Consulting Limited,18-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",(Up to 60K !!) Analyst Programmer / System Analyst,1,Not Specified,NotSpecified,Software Engineer,0,0,0,1,1,0,1,Not Specified,/hk/en/job/up-to-60k-!!-analyst-programmer-system-analyst-100003008823735,"['Generous Bonus, Double Pay, Annual leaves', 'Competitive Salary and Great Benefits', 'Awesome Opportunity and Career Path Development']","Information Technology (IT), Application Specialist - Software, Software Development, Technical Writing"
Not Specified,Middle,Hong Kong Exchanges and Clearing Limited,19-10-2021,22-10-2021,0,no-email@email.com,Financial Services,"Full Time, Permanent",System Analyst / Senior System Analyst - Derivatives Clearing System - Associate,6,Non-Degree Tertiary,NotSpecified,Software Engineer,0,0,0,0,0,0,0,http://www.hkex.com.hk,/hk/en/job/system-analyst-senior-system-analyst-derivatives-clearing-system-associate-100003008825628,"['Java / C++ Developer', 'DB2 and Oracle', 'Linux scripting']","Information Technology (IT), Application Specialist - Software, IT Management, Software Development"
Not Specified,Entry,TradeLink Technologies Limited,08-10-2021,22-10-2021,['2005-2007'],no-email@email.com,Information Technology,"Full Time, Permanent",B.I.S. Consultant (Software Engineer),1,Degree,NotSpecified,Software Engineer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/b-i-s-consultant-software-engineer-100003008802456,"['5-day work week', '3 minutes walk from Whampoa MTR station', 'knowledge in Supply Chain Management, Logistics']","Information Technology (IT), Application Specialist - Software, Network & System, Transportation & Logistics, Supply Chain"
Not Specified,Entry,Accedo Broadband Asia Limited,21-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Graduate Trainee (Quality Assurance Engineer),1,Not Specified,NotSpecified,Software Engineer,0,1,0,0,0,0,0,Not Specified,/hk/en/job/graduate-trainee-quality-assurance-engineer-100003008832768,"['MNC working environment', 'Welcome fresh graduates', 'Global project experience']","Information Technology (IT), Testing / QA"
Not Specified,Entry,FiveStones Limited,18-10-2021,22-10-2021,0,no-email@email.com,Advertising/Public Relations/Marketing Services,"Full Time, Permanent",Junior Solutions Engineer,1,Degree,NotSpecified,Software Engineer,0,1,1,0,1,0,0,Not Specified,/hk/en/job/junior-solutions-engineer-100003008820848,"['Builds proprietary systems with TypeScript', 'Leverages technical knwl to digital advert. pjs', 'Provide web analytic consulting services']","Information Technology (IT), Software Development, Technical / Functional Consulting, Marketing / Public Relations, Digital Marketing"
