Area,Career Level,Company,Company Website,Date Posted,Date Scraped,Employer Contact Number,Employer Email,Industry,Job Functions,Job Highlights,Job Title,Job Type,Qualification,Salary,Search Term,JobtickAvgsalary,Jobtick Productjobs,JobtickPrototyping,JobtickResearch,JobtickUiuxjobs,JobtickWebmobileappjobs,JobtickWireframing,JobtickWriting,YearsofExperience
Not Specified,Entry,Viu,http://www.pccw.com,2021-10-06,2021-10-22,0,no-email@email.com,Telecommunication,"Information Technology (IT), Application Specialist - Software, Testing / QA, Technical / Functional Consulting","['Leading video streaming service in SEA', 'Expanding team', 'Regional exposure']","Software QA Engineer, Hong Kong","Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,2
Not Specified,Senior,Wafer Systems (HK) Limited,http://wafersystems.com.hk/tc/,2021-10-08,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Network & System, Sales, CS & Business Devpt, Account Servicing, Direct Sales","['direct sales and account management functions', 'assist customers in defining networking', 'requirements and network designs']",SENIOR ACCOUNT MANAGER / ACCOUNT MANAGER / ACCOUNT EXECUTIVE,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Entry,Manpower Services (Hong Kong) Limited,http://www.manpowergroupgrc.hk,2021-10-19,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Product Management / Business Analyst, Software Development, Others","['Good remuneration package', 'Great career path with chance of promotion', '5-day work']",Junior / Senior Business Analyst (Insurance),"Contract,Temporary",Degree,NotSpecified,Service Designer,0,0,0,1,0,0,0,0,2
Not Specified,Middle,Master Dynamic Limited,Not Specified,2021-10-05,2021-10-22,0,no-email@email.com,Engineering - Electrical/Electronic/Mechanical,"Information Technology (IT), Support","['Cloud computing platforms (AWS & Huawei)', 'Cloud-based infrastructure solutions', 'AWS Associate']",Cloud Engineer,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Senior,Ricoh Hong Kong Limited,http://www.ricoh.com.hk,2021-10-16,2021-10-22,0,no-email@email.com,Others,"Information Technology (IT), IT Project Management / Team Lead","['Conduct project team status meetings', 'Monitor Project Progress & Implementation', 'PMP, Prince 2, ITIL, Lean Six Sigma Preferable']",Project Manager,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,8
Not Specified,Senior,Manpower Services (Hong Kong) Limited,http://www.manpowergroupgrc.hk,2021-09-30,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Banking / Finance, Analyst, Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst","['Degree holder with 1 years of relevant EXP', 'Transformation Project Team', 'Project Manager / Business Analyst']",Assistant Project Manager/ Business Analyst (Perm),"Full Time, Permanent",Degree,HK$20K-30K/month,Service Designer,25,0,0,0,0,0,0,0,1
Not Specified,Middle,DFI Retail Group DFI零售集團,http://www.DFIretailgroup.com,2021-10-12,2021-10-22,0,no-email@email.com,Wholesale / Retail,"Information Technology (IT), Software Development","['Software development and maintenance services', 'Familiar with delivering mobile solutions', '3+ years in developing native mobile applications']",Mobile Developer - yuu Rewards,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,1,0,1,3
Not Specified,Middle,Randstad Hong Kong Limited,http://www.randstad.com.hk,2021-10-19,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), DBA, Network & System, Others","['Permanent Position', 'Well-known & Stable Business', 'Attractive Salary Package']","Data Engineer (iBank, Up To 6 Months Bonus)","Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
 Shau Kei Wan,Entry,Strawberry Cosmetics (Services) Limited,Not Specified,2021-09-27,2021-10-22,0,no-email@email.com,Not Specified,Not Specified,Not Specified,Digital Creative Designer,Not Specified,Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,Manpower Services (Hong Kong) Limited,http://www.manpowergroupgrc.hk,2021-09-27,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Project Management / Team Lead, Software Development","['Hong Kong Leading Bank', 'Machine learning; design and implement models', 'Hands-on coding and model building experience']","Data Scientist (1-year Contract, Up to 45k)","Contract,Temporary",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,SmarTone Telecommunications Limited,http://www.smartone.com,2021-09-24,2021-10-22,0,no-email@email.com,Telecommunication,"Information Technology (IT), Application Specialist - Software, Software Development, Network & System","['Engage in SDLC, API development', 'Provide ongoing system enhancements and support', 'Javascript, Java/J2EE, SQL']",Analyst Programmer / Senior Programmer / Programmer,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,Manpower Services (Hong Kong) Limited,http://www.manpowergroupgrc.hk,2021-09-29,2021-10-22,"['2504 6372', '90402328']",no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Software Development, Others","['Public sector', 'High Dip/Degree in IT, Computer Science or related', '5-day work']",Junior Programmer/Programmer (Fresh Grad Welcome),"Contract,Temporary",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,The Hong Kong Polytechnic University,Not Specified,2021-10-04,2021-10-22,['21100408'],no-email@email.com,Education,"Information Technology (IT), Support, Software Development, Network & System","['A recognised degree in Computer Science', 'Solid experience in applying software design', 'Experience in server-side web applications']",Specialist / Assistant Specialist (.NET and Angular Developer) (two posts),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,EY,Not Specified,2021-10-05,2021-10-22,0,no-email@email.com,Accounting/Audit/Tax Services,"Accounting, Finance / Accounting Manager, Banking / Finance, Others, Information Technology (IT), Technical / Functional Consulting","[""Bachelor/Master's degree"", 'An undergraduate or graduate degree', 'Understand and analyze issues']",Consulting - Technology Transformation - Senior - Hong Kong,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,EY,Not Specified,2021-10-07,2021-10-22,0,no-email@email.com,Accounting/Audit/Tax Services,"Building & Construction, Architectural Services, Information Technology (IT), Network & System, Technical Writing","['Significant working security experience', 'Advanced degree in Computer Science', 'Direct knowledge of IT system architecture concept']",Senior InfoSec Specialist,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,Logic Technologies Limited,Not Specified,2021-10-07,2021-10-22,0,no-email@email.com,Electronics/Electrical Equipment,"Information Technology (IT), IT Project Management / Team Lead, Support, Software Development","['TECHNICAL SUPPORT ENGINEERS', 'Digital Media, IoT,  AI, data analytics projects', '12mths salary + 1 mth bonus + 14 days paid AL']",TECHNICAL SUPPORT ENGINEER - Software Development Support / Computer Science / IT degree graduate!,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,SmarTone Telecommunications Limited,http://www.smartone.com,2021-10-19,2021-10-22,0,no-email@email.com,Telecommunication,"Engineering, Telecommunication / Wireless / Radio, Information Technology (IT), Mobile / Wireless Communications, Data Scientist","['Data analytics on network quality assurance', 'Strong SQL  programming skills', 'Analytical thinking']","Engineer, Network Quality Assurance and Optimization","Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,FreightAmigo Services Limited,http://www.freightamigo.com,2021-09-23,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), IT Management, Software Development, Mobile / Wireless Communications","['FreightAmigo- FreightTech + FinTech eMarketPlace', 'Frontend Developer, vue, webpage, software develop', '5-day work week, start a business together']","Frontend Developer - Vue (5-day work, Fresh graduate will be considered)","Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,iASPEC Services Limited,http://www.iaspec.com/,2021-09-24,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Software Development","['5 Days work', 'Education allowance', 'Performance bonus']",Software Engineer,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,City Computing Limited,http://www.citycomputing.com,2021-09-29,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, Product Management / Business Analyst, Software Development","['Regional role with Excellent Job Exposure', 'IT business project implementation', 'Progressive career advancement opportunities']",Business Analyst - IT (Fresh Graduate welcome),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,PERSOLKELLY Hong Kong Limited,http://www.persolkelly.com.hk,2021-09-30,2021-10-22,0,['Contract_hk @persolkelly.com'],Human Resources Management/Consultancy,"Information Technology (IT), IT Management, Network & System, Others","['Bachelor Degree in Computer Science or related', 'Minimum 1-2 years of experience in Data Governance', 'Implement data standards, policies and procedures']",Data Governance Specialist (Banking),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,China Mobile Hong Kong 中國移動香港,http://www.hk.chinamobile.com,2021-09-30,2021-10-22,0,no-email@email.com,Telecommunication,"Accounting, Finance / Accounting Manager, Others, Information Technology (IT), Product Management / Business Analyst","['Update current system settings - COA, FSG', 'Experience in ERP / Oracle EBS set up', 'Double pay & Performance bonus']",Business Analyst - Finance,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,DCH Auriga (Hong Kong) Limited,Not Specified,2021-09-30,2021-10-22,0,no-email@email.com,Trading and Distribution,"Information Technology (IT), Application Specialist - Software, Support, Product Management / Business Analyst","['Fresh graduates are considered', 'Exposure in Report Development & App Support', 'Higher Diploma in Computer Science or IT']",(Assistant) Business Analyst - IT,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,Pactera (Hong Kong) Limited,Not Specified,2021-10-04,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), DBA, Software Development, Data Scientist","['Degree Holder with 1-3 yrs exp.', 'C#, SQL/MS SQL, SSRS', 'Develop professional and high-performance software']","Programmer / Analyst Programmer (C#, MS SQL/SQL, SSRS)","Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,The Hong Kong Mortgage Corporation Limited,Not Specified,2021-10-06,2021-10-22,0,no-email@email.com,Financial Services,"Banking / Finance, Loan, Information Technology (IT), Product Management / Business Analyst, Order Processing & Operation / Settlement","['Designing & testing loan application systems', 'Data mining, analysis and reporting', 'Degree holder in Information Systems / Business']",Senior Associate (Process Management and Systems),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,ISS Facility Services Limited,http://www.hk.issworld.com,2021-10-06,2021-10-22,0,no-email@email.com,Property Management / Consultancy,"Information Technology (IT), Support, Software Development, Network & System","['Assist in system design and conduct system testing', 'Assist in dashboard development', 'University graduate in Information Technology']",Business System Support Assistant (Job Ref: ADV/21/227),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,New Beauty Group Limited,Not Specified,2021-10-08,2021-10-22,0,no-email@email.com,Health & Beauty Care,"Information Technology (IT), Application Specialist - Software, Software Development, Testing / QA","['HTML, CSS, JavaScript, JQuery, AJAX, XML and MySQL', '2 - 3 years of experience', 'Dynamic, young and supportive environment']",Analyst Programmer (Front-End),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,Hong Kong Exchanges and Clearing Limited,http://www.hkex.com.hk,2021-10-11,2021-10-22,0,no-email@email.com,Financial Services,"Banking / Finance, Financial Services, Information Technology (IT), Network & System","['See job description.', 'See job description.', 'See job description.']",Cash Trading Operations - Officer (System enhancement/UAT) (fresh grads with VBA/Python knowledge are welcome) (12-month contract),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
